name,genres,year,country,producer,imdb_rating,link
Легенда о Нараяме,драма,1958,,Кэйсукэ Киносита,7.8,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%BE_%D0%9D%D0%B0%D1%80%D0%B0%D1%8F%D0%BC%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
Жизнь Мухомацу,фильм-драма,1958,Япония,Хироси Инагаки,7.6,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%B7%D0%BD%D1%8C_%D0%9C%D1%83%D1%85%D0%BE%D0%BC%D0%B0%D1%86%D1%83_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
Засада,криминальная драма,1958,Япония,Ёситаро Номура,7.1,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%81%D0%B0%D0%B4%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
Великий Монстр Варан,фантастика,1958,Япония,Исиро Хонда,5.3,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D1%81%D1%82%D1%80_%D0%92%D0%B0%D1%80%D0%B0%D0%BD
Бэнтэн Кодзо,Дзидайгэки,1958,Япония,Дайскэ Ито,6.6,"https://ru.wikipedia.org/wiki/%D0%91%D1%8D%D0%BD%D1%82%D1%8D%D0%BD_%D0%9A%D0%BE%D0%B4%D0%B7%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
"Я не актёра зрю, а бытия черты",документальный фильм-эссе,2023,Россия,Игорь Чёрный,,"https://ru.wikipedia.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%B0%D0%BA%D1%82%D1%91%D1%80%D0%B0_%D0%B7%D1%80%D1%8E,_%D0%B0_%D0%B1%D1%8B%D1%82%D0%B8%D1%8F_%D1%87%D0%B5%D1%80%D1%82%D1%8B"
Полевые огни,"драма,, ,военный",1959,,Кон Итикава,8.0,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B%D0%B5_%D0%BE%D0%B3%D0%BD%D0%B8
Плывущие водоросли,драма,1959,Япония,Ясудзиро Одзу,7.9,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%8B%D0%B2%D1%83%D1%89%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D1%81%D0%BB%D0%B8
Рождение Японии,"фильм-драма,, ,комедия",1959,Япония,Садао Яманака,6.5,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D0%B8
Барабан в ночи,фильм-драма,1958,Япония,Тадаси Имаи,7.3,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D0%B1%D0%B0%D0%BD_%D0%B2_%D0%BD%D0%BE%D1%87%D0%B8
Песня тележки,драма,1959,Япония,Сацуо Ямамото,7.1,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%81%D0%BD%D1%8F_%D1%82%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B8
История влюблённых в Нанива,мелодрама,1959,Япония,Тому Утида,7.4,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%B2%D0%BB%D1%8E%D0%B1%D0%BB%D1%91%D0%BD%D0%BD%D1%8B%D1%85_%D0%B2_%D0%9D%D0%B0%D0%BD%D0%B8%D0%B2%D0%B0
Сезон страстей,"Криминальная, ,драма",1960,Япония,Корэёси Курахара,6.9,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B7%D0%BE%D0%BD_%D1%81%D1%82%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%B9
Поздняя осень,драма,1960,Япония,Ясудзиро Одзу,7.9,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B7%D0%B4%D0%BD%D1%8F%D1%8F_%D0%BE%D1%81%D0%B5%D0%BD%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1960)"
Ключ,Драма,1959,Япония,Кон Итикава,6.9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D1%8E%D1%87_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1959)"
Доброе утро,"комедия,драма",1959,Япония,Ясудзиро Одзу,7.8,"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%BE%D0%B5_%D1%83%D1%82%D1%80%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1959)"
Плохие спят спокойно,драма,1960,Япония,Акира Куросава,8.0,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%BE%D1%85%D0%B8%D0%B5_%D1%81%D0%BF%D1%8F%D1%82_%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B9%D0%BD%D0%BE
Ночной поток,"драма,, ,мелодрама",1960,Япония,Микио Нарусэ,6.7,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%87%D0%BD%D0%BE%D0%B9_%D0%BF%D0%BE%D1%82%D0%BE%D0%BA
Ночь и туман в Японии,драма,1960,Япония,Нагиса Осима,6.8,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D0%B8_%D1%82%D1%83%D0%BC%D0%B0%D0%BD_%D0%B2_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D0%B8
Кладбище солнца,драма,1960,Япония,Нагиса Осима,6.9,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D0%B4%D0%B1%D0%B8%D1%89%D0%B5_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B0
Когда женщина поднимается по лестнице,фильм-драма,1960,Япония,Микио Нарусэ,8.1,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0_%D0%BF%D0%BE%D0%B4%D0%BD%D0%B8%D0%BC%D0%B0%D0%B5%D1%82%D1%81%D1%8F_%D0%BF%D0%BE_%D0%BB%D0%B5%D1%81%D1%82%D0%BD%D0%B8%D1%86%D0%B5
Дальний рейс,фильм-драма,1960,Япония,Хидэо Сэкигава,7.1,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D1%80%D0%B5%D0%B9%D1%81
История жестокой юности,драма,1960,Япония,Нагиса Осима,7.0,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%B6%D0%B5%D1%81%D1%82%D0%BE%D0%BA%D0%BE%D0%B9_%D1%8E%D0%BD%D0%BE%D1%81%D1%82%D0%B8
Голый остров,драма,1960,,Канэто Синдо,8.0,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D1%8B%D0%B9_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Заповедь женщины,фильм-драма,1960,Япония,Ясудзо Масумура,6.8,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D1%8C_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B
Бродячая принцесса,драма,1960,Япония,Кинуё Танака,6.6,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%B4%D1%8F%D1%87%D0%B0%D1%8F_%D0%BF%D1%80%D0%B8%D0%BD%D1%86%D0%B5%D1%81%D1%81%D0%B0
Содержание скотины,драма,1961,Япония,Нагиса Осима,6.8,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%BD%D0%B8%D0%B5_%D1%81%D0%BA%D0%BE%D1%82%D0%B8%D0%BD%D1%8B
Осень в семье Кохаягава,драма,1961,Япония,Ясудзиро Одзу,7.7,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C_%D0%B2_%D1%81%D0%B5%D0%BC%D1%8C%D0%B5_%D0%9A%D0%BE%D1%85%D0%B0%D1%8F%D0%B3%D0%B0%D0%B2%D0%B0
Нулевой фокус,криминальная драма,1961,Япония,Ёситаро Номура,7.0,https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D0%BB%D0%B5%D0%B2%D0%BE%D0%B9_%D1%84%D0%BE%D0%BA%D1%83%D1%81
Миямото Мусаси,"дзидайгэки, (или — ,историческая, ,драма,)",1961,Япония,Тому Утида,7.1,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%8F%D0%BC%D0%BE%D1%82%D0%BE_%D0%9C%D1%83%D1%81%D0%B0%D1%81%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1961)"
Жена сознаётся,"драма,, ,мелодрама",1961,Япония,Ясудзо Масумура,7.5,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D0%B0_%D1%81%D0%BE%D0%B7%D0%BD%D0%B0%D1%91%D1%82%D1%81%D1%8F
"Кто вы, доктор Зорге?",драма,1964,Франция,Ив Сиампи,6.4,"https://ru.wikipedia.org/wiki/%D0%9A%D1%82%D0%BE_%D0%B2%D1%8B,_%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80_%D0%97%D0%BE%D1%80%D0%B3%D0%B5%3F"
Мотра,"токусацу,, ,фантастика,, ,фэнтези",1961,Япония,Исиро Хонда,6.5,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%82%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1961)"
Чёрный автомобиль,криминальная драма,1962,Япония,Ясудзо Масумура,7.1,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C
Жильцы со второго этажа,"драма,, ,комедия",1961,Япония,Ёдзи Ямада,6.5,https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%BB%D1%8C%D1%86%D1%8B_%D1%81%D0%BE_%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE_%D1%8D%D1%82%D0%B0%D0%B6%D0%B0
Храм Диких Гусей,фильм-драма,1962,Япония,Юдзо Кавасима,7.2,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%94%D0%B8%D0%BA%D0%B8%D1%85_%D0%93%D1%83%D1%81%D0%B5%D0%B9
Чёрная ящерица,"пародийный,, ,детектив",1970,Япония,Умэцугу Иноуэ,6.9,"https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D0%B0%D1%8F_%D1%8F%D1%89%D0%B5%D1%80%D0%B8%D1%86%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1962)"
Харакири,драма,1962,Япония,Масаки Кобаяси,8.6,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D0%B0%D0%BA%D0%B8%D1%80%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1962)"
Отважный самурай,боевик,1962,Япония,Акира Куросава,8.0,https://ru.wikipedia.org/wiki/%D0%9E%D1%82%D0%B2%D0%B0%D0%B6%D0%BD%D1%8B%D0%B9_%D1%81%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B9
Кинг-Конг против Годзиллы,"фантастика,приключения,токусацу,комедия",1962,Япония,Исиро Хонда,5.7,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D0%B3-%D0%9A%D0%BE%D0%BD%D0%B3_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D1%8B
Наполненная жизнь,"фильм-драма,, ,авторское кино",1962,Япония,Сусуму Хани,,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B6%D0%B8%D0%B7%D0%BD%D1%8C
О-Гин-сама,драма,1962,Япония,Кинуё Танака,6.7,https://ru.wikipedia.org/wiki/%D0%9E-%D0%93%D0%B8%D0%BD-%D1%81%D0%B0%D0%BC%D0%B0
Камни Хиросимы ,драма,1962,Япония,Кодзабуро Ёсимура,6.7,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%BD%D0%B8_%D0%A5%D0%B8%D1%80%D0%BE%D1%81%D0%B8%D0%BC%D1%8B
Источники Акицу,мелодрама,1962,,Ёсисигэ Ёсида,7.2,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B8_%D0%90%D0%BA%D0%B8%D1%86%D1%83
Западня,"драма,мистика",1962,Япония,Хироси Тэсигахара,7.5,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1962)"
Вкус сайры,драма,1962,Япония,Ясудзиро Одзу,8.0,https://ru.wikipedia.org/wiki/%D0%92%D0%BA%D1%83%D1%81_%D1%81%D0%B0%D0%B9%D1%80%D1%8B
Восстание христиан,"драма,исторический",1962,Япония,Нагиса Осима,6.7,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D0%B5_%D1%85%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD
Горас,фантастика,1962,Япония,Исиро Хонда,5.7,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B0%D1%81
Гордый вызов,"криминальный, ,боевик",1962,Япония,Киндзи Фукасаку,5.9,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D1%8B%D0%B9_%D0%B2%D1%8B%D0%B7%D0%BE%D0%B2
Этому быть!,"комедийная драма,бадди-муви",2021,Франция,Александр Жольен,7.0,https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%BE%D0%BC%D1%83_%D0%B1%D1%8B%D1%82%D1%8C!
Город сотен домн,фильм-драма,1962,Япония,Кириро Ураяма,7.3,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4_%D1%81%D0%BE%D1%82%D0%B5%D0%BD_%D0%B4%D0%BE%D0%BC%D0%BD
Эпидемия: Вирус-32,фильм ужасов,2022,Аргентина,Густаво Эрнандес,5.4,https://ru.wikipedia.org/wiki/%D0%AD%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F:_%D0%92%D0%B8%D1%80%D1%83%D1%81-32
X,слэшер,2022,США,Тай Уэст,6.5,"https://ru.wikipedia.org/wiki/X_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2022)"
Эффект Лазаря,фильм ужасов,2015,США,Дэвид Гелб,5.2,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Человеческая многоножка 3,"боди-хоррор,чёрная комедия",2015,Нидерланды,Том Сикс,2.7,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE%D0%BD%D0%BE%D0%B6%D0%BA%D0%B0_3
Что-то наподобие ненависти,"слэшер, , ,триллер, , ,драма",2015,США,Адам Иджипт Мортимер,4.6,https://ru.wikipedia.org/wiki/%D0%A7%D1%82%D0%BE-%D1%82%D0%BE_%D0%BD%D0%B0%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%B8%D0%B5_%D0%BD%D0%B5%D0%BD%D0%B0%D0%B2%D0%B8%D1%81%D1%82%D0%B8
Явление,"фантастический, ,триллер",1963,США,М. Найт Шьямалан,5.0,"https://ru.wikipedia.org/wiki/%D0%AF%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Эпилированные горячим воском байкеры-зомби,"фильм ужасов,комедия",1999,США,Майкл Роуш,3.2,https://ru.wikipedia.org/wiki/%D0%AD%D0%BF%D0%B8%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B3%D0%BE%D1%80%D1%8F%D1%87%D0%B8%D0%BC_%D0%B2%D0%BE%D1%81%D0%BA%D0%BE%D0%BC_%D0%B1%D0%B0%D0%B9%D0%BA%D0%B5%D1%80%D1%8B-%D0%B7%D0%BE%D0%BC%D0%B1%D0%B8
Шрам,фильм ужасов,1993,,Йорг Буттгерайт,5.7,https://ru.wikipedia.org/wiki/%D0%A8%D1%80%D0%B0%D0%BC%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Чужие,"научная фантастика,боевик,фильм ужасов,[1]",1986,Великобритания,Джеймс Кэмерон,8.4,"https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B6%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1986)"
Ящик смерти,"триллер, / ,ужасы",1993,США,Джордж Хикенлупер,4.6,https://ru.wikipedia.org/wiki/%D0%AF%D1%89%D0%B8%D0%BA_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B8
Челюсти: Месть,"ужасы,триллер",1987,США,Джозеф Сарджент,3.0,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D1%8E%D1%81%D1%82%D0%B8:_%D0%9C%D0%B5%D1%81%D1%82%D1%8C
Челюсти 3,"ужасы, / ,триллер",1983,США,Джо Элвз,3.7,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D1%8E%D1%81%D1%82%D0%B8_3
У холмов есть глаза,фильм ужасов,1977,США,Уэс Крэйвен,6.3,"https://ru.wikipedia.org/wiki/%D0%A3_%D1%85%D0%BE%D0%BB%D0%BC%D0%BE%D0%B2_%D0%B5%D1%81%D1%82%D1%8C_%D0%B3%D0%BB%D0%B0%D0%B7%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1977)"
Чужая дочь,"драма,, ,триллер",1977,США,Роберт Уайз,5.8,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B6%D0%B0%D1%8F_%D0%B4%D0%BE%D1%87%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Суспирия,"триллер,ужасы,мистика",1977,,Дарио Ардженто,7.3,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%81%D0%BF%D0%B8%D1%80%D0%B8%D1%8F
Час волка,"драма,фильм ужасов",1968,Швеция,Ингмар Бергман,7.5,https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D1%81_%D0%B2%D0%BE%D0%BB%D0%BA%D0%B0
Это прибыло со дна моря,"научно-фантастический, ,фильм ужасов",1955,США,Роберт Гордон,5.9,https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%BE_%D0%BF%D1%80%D0%B8%D0%B1%D1%8B%D0%BB%D0%BE_%D1%81%D0%BE_%D0%B4%D0%BD%D0%B0_%D0%BC%D0%BE%D1%80%D1%8F
Этот остров Земля,"научная фантастика,, ,ужасы",1955,США,Джозеф М. Ньюман,5.9,https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%BE%D1%82_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%97%D0%B5%D0%BC%D0%BB%D1%8F
Убийцы из космоса,"научная фантастика,, ,ужасы",1954,США,Уильям Уайлдер,3.5,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%86%D1%8B_%D0%B8%D0%B7_%D0%BA%D0%BE%D1%81%D0%BC%D0%BE%D1%81%D0%B0
Чудовище с глубины 20 000 саженей,"научная фантастика,триллер",1953,США,Эжен Лурье,6.6,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5_%D1%81_%D0%B3%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D1%8B_20_000_%D1%81%D0%B0%D0%B6%D0%B5%D0%BD%D0%B5%D0%B9
Фантомас,"криминальный фильм,[1]",1947,Франция,Жан Саша,5.7,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BD%D1%82%D0%BE%D0%BC%D0%B0%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1946)"
Охотники за привидениями,"комедия,фантастика",1940,США,Джордж Маршалл,7.0,"https://ru.wikipedia.org/wiki/%D0%9E%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B7%D0%B0_%D0%BF%D1%80%D0%B8%D0%B2%D0%B8%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F%D0%BC%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1940)"
"Прежде, чем меня повесят",фильм ужасов,1940,,Ник Гринд,6.1,"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%B6%D0%B4%D0%B5,_%D1%87%D0%B5%D0%BC_%D0%BC%D0%B5%D0%BD%D1%8F_%D0%BF%D0%BE%D0%B2%D0%B5%D1%81%D1%8F%D1%82"
Женщина-волк из Лондона,"Детектив,Фильм ужасов",1946,США,Жан Ярброу,5.2,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D0%B2%D0%BE%D0%BB%D0%BA_%D0%B8%D0%B7_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B0
Рука мумии,"Ужасы,Фантастика",1940,США,Кристи Кэбэнн,6.0,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%BA%D0%B0_%D0%BC%D1%83%D0%BC%D0%B8%D0%B8
Чёрная пятница,"фильм ужасов,[1],научно-фантастический фильм,[1],криминальный фильм",1940,США,Артур Любин,6.3,"https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D0%B0%D1%8F_%D0%BF%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1940)"
Дьявольская летучая мышь,"научно-фантастический, ,фильм ужасов",1940,США,Джин Ярбро,5.4,https://ru.wikipedia.org/wiki/%D0%94%D1%8C%D1%8F%D0%B2%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B5%D1%82%D1%83%D1%87%D0%B0%D1%8F_%D0%BC%D1%8B%D1%88%D1%8C
Обезьяна,фильм ужасов,1940,,Уильям Най,4.6,"https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B5%D0%B7%D1%8C%D1%8F%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1940)"
Доктор Джекил и мистер Хайд,"драма,, ,ужасы",1941,,Виктор Флеминг,6.8,"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BA%D1%82%D0%BE%D1%80_%D0%94%D0%B6%D0%B5%D0%BA%D0%B8%D0%BB%D0%BB_%D0%B8_%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%80_%D0%A5%D0%B0%D0%B9%D0%B4_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1941)"
Возвращение человека-невидимки,"фильм ужасов,фантастический фильм",1940,США,Джо Мэй,6.5,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%B2%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0-%D0%BD%D0%B5%D0%B2%D0%B8%D0%B4%D0%B8%D0%BC%D0%BA%D0%B8
Человек-волк,ужасы,1941,США,Джордж Ваггнер,7.2,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-%D0%B2%D0%BE%D0%BB%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1941)"
Доктор Циклоп,"научно-фантастический, ,фильм ужасов",1940,США,Эрнест Шодсак,6.4,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BA%D1%82%D0%BE%D1%80_%D0%A6%D0%B8%D0%BA%D0%BB%D0%BE%D0%BF
Человек-вуду,"фильм ужасов,[1],фильм о зомби",1944,США,Уильям Бодин,5.2,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-%D0%B2%D1%83%D0%B4%D1%83
Проклятие мумии,"Фильм ужасов,, ,Фантастика",1944,США,Реджинальд Ле Борг,5.4,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BB%D1%8F%D1%82%D0%B8%D0%B5_%D0%BC%D1%83%D0%BC%D0%B8%D0%B8
Незваные,"Фильм ужасов, , ,Мистика, ,Фэнтези, ,Мелодрама",1944,США,Льюис Аллен,7.2,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B7%D0%B2%D0%B0%D0%BD%D1%8B%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1944)"
Дом Франкенштейна,"Ужасы, ,Фантастика",1944,США,Эрл С. Кентон,6.2,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Призрак мумии,"фильм ужасов,, ,фантастика",1944,США,Реджинальд Ле Борг,5.6,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D0%BA_%D0%BC%D1%83%D0%BC%D0%B8%D0%B8
Месть человека-невидимки,"фильм ужасов,фантастический фильм",1944,США,Форд Биби,5.6,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D1%82%D1%8C_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0-%D0%BD%D0%B5%D0%B2%D0%B8%D0%B4%D0%B8%D0%BC%D0%BA%D0%B8
Жилец,"нуар,фильм ужасов,детектив",1944,США,Джон Брам,7.1,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%BB%D0%B5%D1%86_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1944)"
Глаза мертвеца,нуар,1944,США,Реджинальд Ле Борг,6.0,https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B7%D0%B0_%D0%BC%D0%B5%D1%80%D1%82%D0%B2%D0%B5%D1%86%D0%B0
